image_id,embryo_id,snip_id,frame_index,area_px,bbox_x_min,bbox_y_min,bbox_x_max,bbox_y_max,mask_confidence,exported_mask_path,experiment_id,video_id,is_seed_frame,Height (um),Height (px),Width (um),Width (px),BF Channel,Objective,Time (s),Time Rel (s),height_um,height_px,width_um,width_px,bf_channel,objective,raw_time_s,relative_time_s,microscope,nd2_series_num,medium,genotype,chem_perturbation,start_age_hpf,embryos_per_well,temperature,well_qc_flag
20250612_30hpf_ctrl_atf6_F09_ch00_t0000,20250612_30hpf_ctrl_atf6_F09_e01,20250612_30hpf_ctrl_atf6_F09_e01_s0000,0,226322.0,0.37916666666666665,0.1865497076023392,0.6534722222222222,0.5090643274853801,0.85,20250612_30hpf_ctrl_atf6_F09_ch00_t0000_masks_emnum_1.png,20250612_30hpf_ctrl_atf6,20250612_30hpf_ctrl_atf6_F09,True,2717.581,1440,3623.441,1920,BrightField,PlanApo 4x 0.20/20.00mm :Default,-858451836311.4529,1147.9267578125,2717.581,1440,3623.441,1920,BrightField,PlanApo 4x 0.20/20.00mm :Default,-858451836311.4529,1147.9267578125,,,,,,,,,
20250612_30hpf_ctrl_atf6_F07_ch00_t0000,20250612_30hpf_ctrl_atf6_F07_e01,20250612_30hpf_ctrl_atf6_F07_e01_s0000,0,172867.0,0.31875,0.27807017543859647,0.6756944444444445,0.4307017543859649,0.85,20250612_30hpf_ctrl_atf6_F07_ch00_t0000_masks_emnum_1.png,20250612_30hpf_ctrl_atf6,20250612_30hpf_ctrl_atf6_F07,True,2717.581,1440,3623.441,1920,BrightField,PlanApo 4x 0.20/20.00mm :Default,-858451836274.073,1185.306640625,2717.581,1440,3623.441,1920,BrightField,PlanApo 4x 0.20/20.00mm :Default,-858451836274.073,1185.306640625,,,,,,,,,
20250612_30hpf_ctrl_atf6_G10_ch00_t0000,20250612_30hpf_ctrl_atf6_G10_e01,20250612_30hpf_ctrl_atf6_G10_e01_s0000,0,255225.0,0.4215277777777778,0.402046783625731,0.6708333333333333,0.7941520467836257,0.85,20250612_30hpf_ctrl_atf6_G10_ch00_t0000_masks_emnum_1.png,20250612_30hpf_ctrl_atf6,20250612_30hpf_ctrl_atf6_G10,True,2717.581,1440,3623.441,1920,BrightField,PlanApo 4x 0.20/20.00mm :Default,-858451835982.3927,1476.9869384765625,2717.581,1440,3623.441,1920,BrightField,PlanApo 4x 0.20/20.00mm :Default,-858451835982.3927,1476.9869384765625,,,,,,,,,
20250612_30hpf_ctrl_atf6_C11_ch00_t0000,20250612_30hpf_ctrl_atf6_C11_e01,20250612_30hpf_ctrl_atf6_C11_e01_s0000,0,248403.0,0.4236111111111111,0.38976608187134504,0.7951388888888888,0.7076023391812866,0.85,20250612_30hpf_ctrl_atf6_C11_ch00_t0000_masks_emnum_1.png,20250612_30hpf_ctrl_atf6,20250612_30hpf_ctrl_atf6_C11,True,2717.581,1440,3623.441,1920,BrightField,PlanApo 4x 0.20/20.00mm :Default,-858451836838.8892,620.490478515625,2717.581,1440,3623.441,1920,BrightField,PlanApo 4x 0.20/20.00mm :Default,-858451836838.8892,620.490478515625,,,,,,,,,
20250612_30hpf_ctrl_atf6_B11_ch00_t0000,20250612_30hpf_ctrl_atf6_B11_e01,20250612_30hpf_ctrl_atf6_B11_e01_s0000,0,228123.0,0.27847222222222223,0.5912280701754385,0.8458333333333333,0.8935672514619883,0.85,20250612_30hpf_ctrl_atf6_B11_ch00_t0000_masks_emnum_1.png,20250612_30hpf_ctrl_atf6,20250612_30hpf_ctrl_atf6_B11,True,2717.581,1440,3623.441,1920,BrightField,PlanApo 4x 0.20/20.00mm :Default,-858451837222.5294,236.8502197265625,2717.581,1440,3623.441,1920,BrightField,PlanApo 4x 0.20/20.00mm :Default,-858451837222.5294,236.8502197265625,,,,,,,,,
20250612_30hpf_ctrl_atf6_C05_ch00_t0000,20250612_30hpf_ctrl_atf6_C05_e01,20250612_30hpf_ctrl_atf6_C05_e01_s0000,0,270404.0,0.40902777777777777,0.5096491228070176,0.6694444444444444,0.8923976608187134,0.85,20250612_30hpf_ctrl_atf6_C05_ch00_t0000_masks_emnum_1.png,20250612_30hpf_ctrl_atf6,20250612_30hpf_ctrl_atf6_C05,True,2717.581,1440,3623.441,1920,BrightField,PlanApo 4x 0.20/20.00mm :Default,-858451836948.4791,510.9005126953125,2717.581,1440,3623.441,1920,BrightField,PlanApo 4x 0.20/20.00mm :Default,-858451836948.4791,510.9005126953125,,,,,,,,,
20250612_30hpf_ctrl_atf6_E10_ch00_t0000,20250612_30hpf_ctrl_atf6_E10_e01,20250612_30hpf_ctrl_atf6_E10_e01_s0000,0,266429.0,0.4152777777777778,0.33567251461988307,0.7861111111111111,0.7198830409356726,0.85,20250612_30hpf_ctrl_atf6_E10_ch00_t0000_masks_emnum_1.png,20250612_30hpf_ctrl_atf6,20250612_30hpf_ctrl_atf6_E10,True,2717.581,1440,3623.441,1920,BrightField,PlanApo 4x 0.20/20.00mm :Default,-858451836420.5436,1038.8360595703125,2717.581,1440,3623.441,1920,BrightField,PlanApo 4x 0.20/20.00mm :Default,-858451836420.5436,1038.8360595703125,,,,,,,,,
20250612_30hpf_ctrl_atf6_H06_ch00_t0000,20250612_30hpf_ctrl_atf6_H06_e01,20250612_30hpf_ctrl_atf6_H06_e01_s0000,0,256623.0,0.4131944444444444,0.20906432748538012,0.7854166666666667,0.46345029239766083,0.85,20250612_30hpf_ctrl_atf6_H06_ch00_t0000_masks_emnum_1.png,20250612_30hpf_ctrl_atf6,20250612_30hpf_ctrl_atf6_H06,True,2717.581,1440,3623.441,1920,BrightField,PlanApo 4x 0.20/20.00mm :Default,-858451835818.3224,1641.0572509765625,2717.581,1440,3623.441,1920,BrightField,PlanApo 4x 0.20/20.00mm :Default,-858451835818.3224,1641.0572509765625,,,,,,,,,
20250612_30hpf_ctrl_atf6_E04_ch00_t0000,20250612_30hpf_ctrl_atf6_E04_e01,20250612_30hpf_ctrl_atf6_E04_e01_s0000,0,256341.0,0.41180555555555554,0.21549707602339183,0.6701388888888888,0.5891812865497076,0.85,20250612_30hpf_ctrl_atf6_E04_ch00_t0000_masks_emnum_1.png,20250612_30hpf_ctrl_atf6,20250612_30hpf_ctrl_atf6_E04,True,2717.581,1440,3623.441,1920,BrightField,PlanApo 4x 0.20/20.00mm :Default,-858451836529.2947,930.0849609375,2717.581,1440,3623.441,1920,BrightField,PlanApo 4x 0.20/20.00mm :Default,-858451836529.2947,930.0849609375,,,,,,,,,
20250612_30hpf_ctrl_atf6_D12_ch00_t0000,20250612_30hpf_ctrl_atf6_D12_e01,20250612_30hpf_ctrl_atf6_D12_e01_s0000,0,213734.0,0.3875,0.36403508771929827,0.9625,0.4789473684210526,0.85,20250612_30hpf_ctrl_atf6_D12_ch00_t0000_masks_emnum_1.png,20250612_30hpf_ctrl_atf6,20250612_30hpf_ctrl_atf6_D12,True,2717.581,1440,3623.441,1920,BrightField,PlanApo 4x 0.20/20.00mm :Default,-858451836802.469,656.91064453125,2717.581,1440,3623.441,1920,BrightField,PlanApo 4x 0.20/20.00mm :Default,-858451836802.469,656.91064453125,,,,,,,,,
20250612_30hpf_ctrl_atf6_A02_ch00_t0000,20250612_30hpf_ctrl_atf6_A02_e01,20250612_30hpf_ctrl_atf6_A02_e01_s0000,0,140737.0,0.425,0.247953216374269,0.7854166666666667,0.35906432748538014,0.85,20250612_30hpf_ctrl_atf6_A02_ch00_t0000_masks_emnum_1.png,20250612_30hpf_ctrl_atf6,20250612_30hpf_ctrl_atf6_A02,True,2717.581,1440,3623.441,1920,BrightField,PlanApo 4x 0.20/20.00mm :Default,-858451837441.2296,18.1500244140625,2717.581,1440,3623.441,1920,BrightField,PlanApo 4x 0.20/20.00mm :Default,-858451837441.2296,18.1500244140625,,,,,,,,,
20250612_30hpf_ctrl_atf6_C10_ch00_t0000,20250612_30hpf_ctrl_atf6_C10_e01,20250612_30hpf_ctrl_atf6_C10_e01_s0000,0,278537.0,0.2861111111111111,0.39941520467836256,0.7590277777777777,0.7269005847953216,0.85,20250612_30hpf_ctrl_atf6_C10_ch00_t0000_masks_emnum_1.png,20250612_30hpf_ctrl_atf6,20250612_30hpf_ctrl_atf6_C10,True,2717.581,1440,3623.441,1920,BrightField,PlanApo 4x 0.20/20.00mm :Default,-858451836857.289,602.0906982421875,2717.581,1440,3623.441,1920,BrightField,PlanApo 4x 0.20/20.00mm :Default,-858451836857.289,602.0906982421875,,,,,,,,,
20250612_30hpf_ctrl_atf6_C09_ch00_t0000,20250612_30hpf_ctrl_atf6_C09_e01,20250612_30hpf_ctrl_atf6_C09_e01_s0000,0,195531.0,0.35208333333333336,0.23801169590643276,0.5965277777777778,0.5508771929824562,0.85,20250612_30hpf_ctrl_atf6_C09_ch00_t0000_masks_emnum_1.png,20250612_30hpf_ctrl_atf6,20250612_30hpf_ctrl_atf6_C09,True,2717.581,1440,3623.441,1920,BrightField,PlanApo 4x 0.20/20.00mm :Default,-858451836875.429,583.95068359375,2717.581,1440,3623.441,1920,BrightField,PlanApo 4x 0.20/20.00mm :Default,-858451836875.429,583.95068359375,,,,,,,,,
20250612_30hpf_ctrl_atf6_D09_ch00_t0000,20250612_30hpf_ctrl_atf6_D09_e01,20250612_30hpf_ctrl_atf6_D09_e01_s0000,0,206457.0,0.23819444444444443,0.34385964912280703,0.61875,0.6187134502923977,0.85,20250612_30hpf_ctrl_atf6_D09_ch00_t0000_masks_emnum_1.png,20250612_30hpf_ctrl_atf6,20250612_30hpf_ctrl_atf6_D09,True,2717.581,1440,3623.441,1920,BrightField,PlanApo 4x 0.20/20.00mm :Default,-858451836747.8289,711.55078125,2717.581,1440,3623.441,1920,BrightField,PlanApo 4x 0.20/20.00mm :Default,-858451836747.8289,711.55078125,,,,,,,,,
20250612_30hpf_ctrl_atf6_H10_ch00_t0000,20250612_30hpf_ctrl_atf6_H10_e01,20250612_30hpf_ctrl_atf6_H10_e01_s0000,0,258842.0,0.2777777777777778,0.16286549707602338,0.6076388888888888,0.558187134502924,0.85,20250612_30hpf_ctrl_atf6_H10_ch00_t0000_masks_emnum_1.png,20250612_30hpf_ctrl_atf6,20250612_30hpf_ctrl_atf6_H10,True,2717.581,1440,3623.441,1920,BrightField,PlanApo 4x 0.20/20.00mm :Default,-858451835891.0725,1568.30712890625,2717.581,1440,3623.441,1920,BrightField,PlanApo 4x 0.20/20.00mm :Default,-858451835891.0725,1568.30712890625,,,,,,,,,
20250612_30hpf_ctrl_atf6_E01_ch00_t0000,20250612_30hpf_ctrl_atf6_E01_e01,20250612_30hpf_ctrl_atf6_E01_e01_s0000,0,151477.0,0.2722222222222222,0.5614035087719298,0.6486111111111111,0.7049707602339181,0.85,20250612_30hpf_ctrl_atf6_E01_ch00_t0000_masks_emnum_1.png,20250612_30hpf_ctrl_atf6,20250612_30hpf_ctrl_atf6_E01,True,2717.581,1440,3623.441,1920,BrightField,PlanApo 4x 0.20/20.00mm :Default,-858451836584.0284,875.3511962890625,2717.581,1440,3623.441,1920,BrightField,PlanApo 4x 0.20/20.00mm :Default,-858451836584.0284,875.3511962890625,,,,,,,,,
20250612_30hpf_ctrl_atf6_B02_ch00_t0000,20250612_30hpf_ctrl_atf6_B02_e01,20250612_30hpf_ctrl_atf6_B02_e01_s0000,0,181123.0,0.34305555555555556,0.1692982456140351,0.6847222222222222,0.341812865497076,0.85,20250612_30hpf_ctrl_atf6_B02_ch00_t0000_masks_emnum_1.png,20250612_30hpf_ctrl_atf6,20250612_30hpf_ctrl_atf6_B02,True,2717.581,1440,3623.441,1920,BrightField,PlanApo 4x 0.20/20.00mm :Default,-858451837057.9192,401.46044921875,2717.581,1440,3623.441,1920,BrightField,PlanApo 4x 0.20/20.00mm :Default,-858451837057.9192,401.46044921875,,,,,,,,,
20250612_30hpf_ctrl_atf6_G11_ch00_t0000,20250612_30hpf_ctrl_atf6_G11_e01,20250612_30hpf_ctrl_atf6_G11_e01_s0000,0,238361.0,0.46319444444444446,0.28362573099415206,0.8201388888888889,0.5502923976608187,0.85,20250612_30hpf_ctrl_atf6_G11_ch00_t0000_masks_emnum_1.png,20250612_30hpf_ctrl_atf6,20250612_30hpf_ctrl_atf6_G11,True,2717.581,1440,3623.441,1920,BrightField,PlanApo 4x 0.20/20.00mm :Default,-858451835964.1726,1495.20703125,2717.581,1440,3623.441,1920,BrightField,PlanApo 4x 0.20/20.00mm :Default,-858451835964.1726,1495.20703125,,,,,,,,,
20250612_30hpf_ctrl_atf6_G07_ch00_t0000,20250612_30hpf_ctrl_atf6_G07_e01,20250612_30hpf_ctrl_atf6_G07_e01_s0000,0,145053.0,0.45555555555555555,0.32339181286549706,0.8090277777777778,0.45116959064327483,0.85,20250612_30hpf_ctrl_atf6_G07_ch00_t0000_masks_emnum_1.png,20250612_30hpf_ctrl_atf6,20250612_30hpf_ctrl_atf6_G07,True,2717.581,1440,3623.441,1920,BrightField,PlanApo 4x 0.20/20.00mm :Default,-858451836036.9628,1422.4168701171875,2717.581,1440,3623.441,1920,BrightField,PlanApo 4x 0.20/20.00mm :Default,-858451836036.9628,1422.4168701171875,,,,,,,,,
20250612_30hpf_ctrl_atf6_D01_ch00_t0000,20250612_30hpf_ctrl_atf6_D01_e01,20250612_30hpf_ctrl_atf6_D01_e01_s0000,0,159701.0,0.31527777777777777,0.23508771929824562,0.6854166666666667,0.36198830409356725,0.85,20250612_30hpf_ctrl_atf6_D01_ch00_t0000_masks_emnum_1.png,20250612_30hpf_ctrl_atf6,20250612_30hpf_ctrl_atf6_D01,True,2717.581,1440,3623.441,1920,BrightField,PlanApo 4x 0.20/20.00mm :Default,-858451836602.3787,857.0009765625,2717.581,1440,3623.441,1920,BrightField,PlanApo 4x 0.20/20.00mm :Default,-858451836602.3787,857.0009765625,,,,,,,,,
20250612_30hpf_ctrl_atf6_G09_ch00_t0000,20250612_30hpf_ctrl_atf6_G09_e01,20250612_30hpf_ctrl_atf6_G09_e01_s0000,0,178654.0,0.3861111111111111,0.30321637426900583,0.6736111111111112,0.5207602339181286,0.85,20250612_30hpf_ctrl_atf6_G09_ch00_t0000_masks_emnum_1.png,20250612_30hpf_ctrl_atf6,20250612_30hpf_ctrl_atf6_G09,True,2717.581,1440,3623.441,1920,BrightField,PlanApo 4x 0.20/20.00mm :Default,-858451836000.5627,1458.81689453125,2717.581,1440,3623.441,1920,BrightField,PlanApo 4x 0.20/20.00mm :Default,-858451836000.5627,1458.81689453125,,,,,,,,,
20250612_30hpf_ctrl_atf6_A10_ch00_t0000,20250612_30hpf_ctrl_atf6_A10_e01,20250612_30hpf_ctrl_atf6_A10_e01_s0000,0,192811.0,0.2298611111111111,0.6269005847953216,0.5236111111111111,0.8669590643274854,0.85,20250612_30hpf_ctrl_atf6_A10_ch00_t0000_masks_emnum_1.png,20250612_30hpf_ctrl_atf6,20250612_30hpf_ctrl_atf6_A10,True,2717.581,1440,3623.441,1920,BrightField,PlanApo 4x 0.20/20.00mm :Default,-858451837295.9395,163.440185546875,2717.581,1440,3623.441,1920,BrightField,PlanApo 4x 0.20/20.00mm :Default,-858451837295.9395,163.440185546875,,,,,,,,,
20250612_30hpf_ctrl_atf6_H03_ch00_t0000,20250612_30hpf_ctrl_atf6_H03_e01,20250612_30hpf_ctrl_atf6_H03_e01_s0000,0,238527.0,0.3277777777777778,0.3073099415204678,0.6368055555555555,0.6274853801169591,0.85,20250612_30hpf_ctrl_atf6_H03_ch00_t0000_masks_emnum_1.png,20250612_30hpf_ctrl_atf6,20250612_30hpf_ctrl_atf6_H03,True,2717.581,1440,3623.441,1920,BrightField,PlanApo 4x 0.20/20.00mm :Default,-858451835763.7024,1695.67724609375,2717.581,1440,3623.441,1920,BrightField,PlanApo 4x 0.20/20.00mm :Default,-858451835763.7024,1695.67724609375,,,,,,,,,
20250612_30hpf_ctrl_atf6_E12_ch00_t0000,20250612_30hpf_ctrl_atf6_E12_e01,20250612_30hpf_ctrl_atf6_E12_e01_s0000,0,190666.0,0.21666666666666667,0.42426900584795324,0.5027777777777778,0.6710526315789473,0.85,20250612_30hpf_ctrl_atf6_E12_ch00_t0000_masks_emnum_1.png,20250612_30hpf_ctrl_atf6,20250612_30hpf_ctrl_atf6_E12,True,2717.581,1440,3623.441,1920,BrightField,PlanApo 4x 0.20/20.00mm :Default,-858451836384.1532,1075.2264404296875,2717.581,1440,3623.441,1920,BrightField,PlanApo 4x 0.20/20.00mm :Default,-858451836384.1532,1075.2264404296875,,,,,,,,,
20250612_30hpf_ctrl_atf6_G03_ch00_t0000,20250612_30hpf_ctrl_atf6_G03_e01,20250612_30hpf_ctrl_atf6_G03_e01_s0000,0,241336.0,0.36319444444444443,0.24239766081871345,0.6402777777777777,0.583625730994152,0.85,20250612_30hpf_ctrl_atf6_G03_ch00_t0000_masks_emnum_1.png,20250612_30hpf_ctrl_atf6,20250612_30hpf_ctrl_atf6_G03,True,2717.581,1440,3623.441,1920,BrightField,PlanApo 4x 0.20/20.00mm :Default,-858451836109.8228,1349.556884765625,2717.581,1440,3623.441,1920,BrightField,PlanApo 4x 0.20/20.00mm :Default,-858451836109.8228,1349.556884765625,,,,,,,,,
20250612_30hpf_ctrl_atf6_D06_ch00_t0000,20250612_30hpf_ctrl_atf6_D06_e01,20250612_30hpf_ctrl_atf6_D06_e01_s0000,0,230041.0,0.21875,0.38801169590643275,0.6180555555555556,0.6432748538011696,0.85,20250612_30hpf_ctrl_atf6_D06_ch00_t0000_masks_emnum_1.png,20250612_30hpf_ctrl_atf6,20250612_30hpf_ctrl_atf6_D06,True,2717.581,1440,3623.441,1920,BrightField,PlanApo 4x 0.20/20.00mm :Default,-858451836693.2488,766.130859375,2717.581,1440,3623.441,1920,BrightField,PlanApo 4x 0.20/20.00mm :Default,-858451836693.2488,766.130859375,,,,,,,,,
20250612_30hpf_ctrl_atf6_H02_ch00_t0000,20250612_30hpf_ctrl_atf6_H02_e01,20250612_30hpf_ctrl_atf6_H02_e01_s0000,0,247766.0,0.2833333333333333,0.4976608187134503,0.5770833333333333,0.82953216374269,0.85,20250612_30hpf_ctrl_atf6_H02_ch00_t0000_masks_emnum_1.png,20250612_30hpf_ctrl_atf6,20250612_30hpf_ctrl_atf6_H02,True,2717.581,1440,3623.441,1920,BrightField,PlanApo 4x 0.20/20.00mm :Default,-858451835745.5421,1713.8375244140625,2717.581,1440,3623.441,1920,BrightField,PlanApo 4x 0.20/20.00mm :Default,-858451835745.5421,1713.8375244140625,,,,,,,,,
20250612_30hpf_ctrl_atf6_E07_ch00_t0000,20250612_30hpf_ctrl_atf6_E07_e01,20250612_30hpf_ctrl_atf6_E07_e01_s0000,0,164695.0,0.43472222222222223,0.4190058479532164,0.7513888888888889,0.5780701754385965,0.85,20250612_30hpf_ctrl_atf6_E07_ch00_t0000_masks_emnum_1.png,20250612_30hpf_ctrl_atf6,20250612_30hpf_ctrl_atf6_E07,True,2717.581,1440,3623.441,1920,BrightField,PlanApo 4x 0.20/20.00mm :Default,-858451836474.9845,984.3951416015624,2717.581,1440,3623.441,1920,BrightField,PlanApo 4x 0.20/20.00mm :Default,-858451836474.9845,984.3951416015624,,,,,,,,,
20250612_30hpf_ctrl_atf6_H04_ch00_t0000,20250612_30hpf_ctrl_atf6_H04_e01,20250612_30hpf_ctrl_atf6_H04_e01_s0000,0,227492.0,0.4409722222222222,0.2546783625730994,0.7090277777777778,0.6035087719298246,0.85,20250612_30hpf_ctrl_atf6_H04_ch00_t0000_masks_emnum_1.png,20250612_30hpf_ctrl_atf6,20250612_30hpf_ctrl_atf6_H04,True,2717.581,1440,3623.441,1920,BrightField,PlanApo 4x 0.20/20.00mm :Default,-858451835781.9126,1677.467041015625,2717.581,1440,3623.441,1920,BrightField,PlanApo 4x 0.20/20.00mm :Default,-858451835781.9126,1677.467041015625,,,,,,,,,
20250612_30hpf_ctrl_atf6_A12_ch00_t0000,20250612_30hpf_ctrl_atf6_A12_e01,20250612_30hpf_ctrl_atf6_A12_e01_s0000,0,219282.0,0.23125,0.4415204678362573,0.6729166666666667,0.652046783625731,0.85,20250612_30hpf_ctrl_atf6_A12_ch00_t0000_masks_emnum_1.png,20250612_30hpf_ctrl_atf6,20250612_30hpf_ctrl_atf6_A12,True,2717.581,1440,3623.441,1920,BrightField,PlanApo 4x 0.20/20.00mm :Default,-858451837259.5194,199.8602294921875,2717.581,1440,3623.441,1920,BrightField,PlanApo 4x 0.20/20.00mm :Default,-858451837259.5194,199.8602294921875,,,,,,,,,
