image_id,embryo_id,snip_id,frame_index,area_px,bbox_x_min,bbox_y_min,bbox_x_max,bbox_y_max,mask_confidence,exported_mask_path,experiment_id,video_id,is_seed_frame,Height (um),Height (px),Width (um),Width (px),BF Channel,Objective,Time (s),Time Rel (s),height_um,height_px,width_um,width_px,bf_channel,objective,raw_time_s,relative_time_s,microscope,nd2_series_num,medium,genotype,chem_perturbation,start_age_hpf,embryos_per_well,temperature,well_qc_flag
20250612_30hpf_ctrl_atf6_G12_ch00_t0000,20250612_30hpf_ctrl_atf6_G12_e01,20250612_30hpf_ctrl_atf6_G12_e01_s0000,0,189046.0,0.32708333333333334,0.41023391812865495,0.6402777777777777,0.6479532163742691,0.85,20250612_30hpf_ctrl_atf6_G12_ch00_t0000_masks_emnum_1.png,20250612_30hpf_ctrl_atf6,20250612_30hpf_ctrl_atf6_G12,True,,,,,,,,,,,,,,,,,,,,,,,,,
20250612_30hpf_ctrl_atf6_G04_ch00_t0000,20250612_30hpf_ctrl_atf6_G04_e01,20250612_30hpf_ctrl_atf6_G04_e01_s0000,0,228903.0,0.5229166666666667,0.2307017543859649,0.7638888888888888,0.6181286549707602,0.85,20250612_30hpf_ctrl_atf6_G04_ch00_t0000_masks_emnum_1.png,20250612_30hpf_ctrl_atf6,20250612_30hpf_ctrl_atf6_G04,True,,,,,,,,,,,,,,,,,,,,,,,,,
20250612_30hpf_ctrl_atf6_F11_ch00_t0000,20250612_30hpf_ctrl_atf6_F11_e01,20250612_30hpf_ctrl_atf6_F11_e01_s0000,0,302009.0,0.3368055555555556,0.22777777777777777,0.8722222222222222,0.439766081871345,0.85,20250612_30hpf_ctrl_atf6_F11_ch00_t0000_masks_emnum_1.png,20250612_30hpf_ctrl_atf6,20250612_30hpf_ctrl_atf6_F11,True,,,,,,,,,,,,,,,,,,,,,,,,,
20250612_30hpf_ctrl_atf6_A06_ch00_t0000,20250612_30hpf_ctrl_atf6_A06_e01,20250612_30hpf_ctrl_atf6_A06_e01_s0000,0,221153.0,0.18055555555555555,0.17777777777777778,0.79375,0.40087719298245617,0.85,20250612_30hpf_ctrl_atf6_A06_ch00_t0000_masks_emnum_1.png,20250612_30hpf_ctrl_atf6,20250612_30hpf_ctrl_atf6_A06,True,,,,,,,,,,,,,,,,,,,,,,,,,
20250612_30hpf_ctrl_atf6_C01_ch00_t0000,20250612_30hpf_ctrl_atf6_C01_e01,20250612_30hpf_ctrl_atf6_C01_e01_s0000,0,146889.0,0.22569444444444445,0.3532163742690059,0.5201388888888889,0.48625730994152044,0.85,20250612_30hpf_ctrl_atf6_C01_ch00_t0000_masks_emnum_1.png,20250612_30hpf_ctrl_atf6,20250612_30hpf_ctrl_atf6_C01,True,,,,,,,,,,,,,,,,,,,,,,,,,
20250612_30hpf_ctrl_atf6_D05_ch00_t0000,20250612_30hpf_ctrl_atf6_D05_e01,20250612_30hpf_ctrl_atf6_D05_e01_s0000,0,198167.0,0.3902777777777778,0.1654970760233918,0.6715277777777777,0.4824561403508772,0.85,20250612_30hpf_ctrl_atf6_D05_ch00_t0000_masks_emnum_1.png,20250612_30hpf_ctrl_atf6,20250612_30hpf_ctrl_atf6_D05,True,,,,,,,,,,,,,,,,,,,,,,,,,
20250612_30hpf_ctrl_atf6_D07_ch00_t0000,20250612_30hpf_ctrl_atf6_D07_e01,20250612_30hpf_ctrl_atf6_D07_e01_s0000,0,159607.0,0.4305555555555556,0.6429824561403509,0.8368055555555556,0.7839181286549708,0.85,20250612_30hpf_ctrl_atf6_D07_ch00_t0000_masks_emnum_1.png,20250612_30hpf_ctrl_atf6,20250612_30hpf_ctrl_atf6_D07,True,,,,,,,,,,,,,,,,,,,,,,,,,
20250612_30hpf_ctrl_atf6_B02_ch00_t0000,20250612_30hpf_ctrl_atf6_B02_e01,20250612_30hpf_ctrl_atf6_B02_e01_s0000,0,181127.0,0.3423611111111111,0.1692982456140351,0.6847222222222222,0.341812865497076,0.85,20250612_30hpf_ctrl_atf6_B02_ch00_t0000_masks_emnum_1.png,20250612_30hpf_ctrl_atf6,20250612_30hpf_ctrl_atf6_B02,True,,,,,,,,,,,,,,,,,,,,,,,,,
20250612_30hpf_ctrl_atf6_G01_ch00_t0000,20250612_30hpf_ctrl_atf6_G01_e01,20250612_30hpf_ctrl_atf6_G01_e01_s0000,0,152904.0,0.22777777777777777,0.46578947368421053,0.6354166666666666,0.5842105263157895,0.85,20250612_30hpf_ctrl_atf6_G01_ch00_t0000_masks_emnum_1.png,20250612_30hpf_ctrl_atf6,20250612_30hpf_ctrl_atf6_G01,True,,,,,,,,,,,,,,,,,,,,,,,,,
20250612_30hpf_ctrl_atf6_C11_ch00_t0000,20250612_30hpf_ctrl_atf6_C11_e01,20250612_30hpf_ctrl_atf6_C11_e01_s0000,0,248400.0,0.4236111111111111,0.38976608187134504,0.7951388888888888,0.7076023391812866,0.85,20250612_30hpf_ctrl_atf6_C11_ch00_t0000_masks_emnum_1.png,20250612_30hpf_ctrl_atf6,20250612_30hpf_ctrl_atf6_C11,True,,,,,,,,,,,,,,,,,,,,,,,,,
20250612_30hpf_ctrl_atf6_E08_ch00_t0000,20250612_30hpf_ctrl_atf6_E08_e01,20250612_30hpf_ctrl_atf6_E08_e01_s0000,0,233465.0,0.31319444444444444,0.38333333333333336,0.5854166666666667,0.7169590643274854,0.85,20250612_30hpf_ctrl_atf6_E08_ch00_t0000_masks_emnum_1.png,20250612_30hpf_ctrl_atf6,20250612_30hpf_ctrl_atf6_E08,True,,,,,,,,,,,,,,,,,,,,,,,,,
20250612_30hpf_ctrl_atf6_H10_ch00_t0000,20250612_30hpf_ctrl_atf6_H10_e01,20250612_30hpf_ctrl_atf6_H10_e01_s0000,0,258839.0,0.2777777777777778,0.16286549707602338,0.6076388888888888,0.558187134502924,0.85,20250612_30hpf_ctrl_atf6_H10_ch00_t0000_masks_emnum_1.png,20250612_30hpf_ctrl_atf6,20250612_30hpf_ctrl_atf6_H10,True,,,,,,,,,,,,,,,,,,,,,,,,,
20250612_30hpf_ctrl_atf6_H08_ch00_t0000,20250612_30hpf_ctrl_atf6_H08_e01,20250612_30hpf_ctrl_atf6_H08_e01_s0000,0,246827.0,0.41597222222222224,0.17163742690058478,0.7041666666666667,0.5005847953216375,0.85,20250612_30hpf_ctrl_atf6_H08_ch00_t0000_masks_emnum_1.png,20250612_30hpf_ctrl_atf6,20250612_30hpf_ctrl_atf6_H08,True,,,,,,,,,,,,,,,,,,,,,,,,,
20250612_30hpf_ctrl_atf6_C05_ch00_t0000,20250612_30hpf_ctrl_atf6_C05_e01,20250612_30hpf_ctrl_atf6_C05_e01_s0000,0,270410.0,0.40902777777777777,0.5096491228070176,0.6694444444444444,0.8923976608187134,0.85,20250612_30hpf_ctrl_atf6_C05_ch00_t0000_masks_emnum_1.png,20250612_30hpf_ctrl_atf6,20250612_30hpf_ctrl_atf6_C05,True,,,,,,,,,,,,,,,,,,,,,,,,,
20250612_30hpf_ctrl_atf6_H01_ch00_t0000,20250612_30hpf_ctrl_atf6_H01_e01,20250612_30hpf_ctrl_atf6_H01_e01_s0000,0,162316.0,0.3368055555555556,0.2862573099415205,0.6618055555555555,0.4219298245614035,0.85,20250612_30hpf_ctrl_atf6_H01_ch00_t0000_masks_emnum_1.png,20250612_30hpf_ctrl_atf6,20250612_30hpf_ctrl_atf6_H01,True,,,,,,,,,,,,,,,,,,,,,,,,,
20250612_30hpf_ctrl_atf6_C03_ch00_t0000,20250612_30hpf_ctrl_atf6_C03_e01,20250612_30hpf_ctrl_atf6_C03_e01_s0000,0,247243.0,0.3625,0.42105263157894735,0.6604166666666667,0.7453216374269006,0.85,20250612_30hpf_ctrl_atf6_C03_ch00_t0000_masks_emnum_1.png,20250612_30hpf_ctrl_atf6,20250612_30hpf_ctrl_atf6_C03,True,,,,,,,,,,,,,,,,,,,,,,,,,
20250612_30hpf_ctrl_atf6_A07_ch00_t0000,20250612_30hpf_ctrl_atf6_A07_e01,20250612_30hpf_ctrl_atf6_A07_e01_s0000,0,157454.0,0.3909722222222222,0.21052631578947367,0.7972222222222223,0.37485380116959066,0.85,20250612_30hpf_ctrl_atf6_A07_ch00_t0000_masks_emnum_1.png,20250612_30hpf_ctrl_atf6,20250612_30hpf_ctrl_atf6_A07,True,,,,,,,,,,,,,,,,,,,,,,,,,
20250612_30hpf_ctrl_atf6_G02_ch00_t0000,20250612_30hpf_ctrl_atf6_G02_e01,20250612_30hpf_ctrl_atf6_G02_e01_s0000,0,226113.0,0.37916666666666665,0.38801169590643275,0.6520833333333333,0.7116959064327485,0.85,20250612_30hpf_ctrl_atf6_G02_ch00_t0000_masks_emnum_1.png,20250612_30hpf_ctrl_atf6,20250612_30hpf_ctrl_atf6_G02,True,,,,,,,,,,,,,,,,,,,,,,,,,
20250612_30hpf_ctrl_atf6_A04_ch00_t0000,20250612_30hpf_ctrl_atf6_A04_e01,20250612_30hpf_ctrl_atf6_A04_e01_s0000,0,240457.0,0.4465277777777778,0.302046783625731,0.6798611111111111,0.6830409356725147,0.85,20250612_30hpf_ctrl_atf6_A04_ch00_t0000_masks_emnum_1.png,20250612_30hpf_ctrl_atf6,20250612_30hpf_ctrl_atf6_A04,True,,,,,,,,,,,,,,,,,,,,,,,,,
20250612_30hpf_ctrl_atf6_B09_ch00_t0000,20250612_30hpf_ctrl_atf6_B09_e01,20250612_30hpf_ctrl_atf6_B09_e01_s0000,0,190669.0,0.3951388888888889,0.19649122807017544,0.6458333333333334,0.5230994152046784,0.85,20250612_30hpf_ctrl_atf6_B09_ch00_t0000_masks_emnum_1.png,20250612_30hpf_ctrl_atf6,20250612_30hpf_ctrl_atf6_B09,True,,,,,,,,,,,,,,,,,,,,,,,,,
20250612_30hpf_ctrl_atf6_H05_ch00_t0000,20250612_30hpf_ctrl_atf6_H05_e01,20250612_30hpf_ctrl_atf6_H05_e01_s0000,0,253564.0,0.4395833333333333,0.4865497076023392,0.9701388888888889,0.7321637426900585,0.85,20250612_30hpf_ctrl_atf6_H05_ch00_t0000_masks_emnum_1.png,20250612_30hpf_ctrl_atf6,20250612_30hpf_ctrl_atf6_H05,True,,,,,,,,,,,,,,,,,,,,,,,,,
20250612_30hpf_ctrl_atf6_A03_ch00_t0000,20250612_30hpf_ctrl_atf6_A03_e01,20250612_30hpf_ctrl_atf6_A03_e01_s0000,0,215037.0,0.3229166666666667,0.1692982456140351,0.8118055555555556,0.4359649122807018,0.85,20250612_30hpf_ctrl_atf6_A03_ch00_t0000_masks_emnum_1.png,20250612_30hpf_ctrl_atf6,20250612_30hpf_ctrl_atf6_A03,True,,,,,,,,,,,,,,,,,,,,,,,,,
20250612_30hpf_ctrl_atf6_E02_ch00_t0000,20250612_30hpf_ctrl_atf6_E02_e01,20250612_30hpf_ctrl_atf6_E02_e01_s0000,0,222988.0,0.35694444444444445,0.18771929824561404,0.7909722222222222,0.4546783625730994,0.85,20250612_30hpf_ctrl_atf6_E02_ch00_t0000_masks_emnum_1.png,20250612_30hpf_ctrl_atf6,20250612_30hpf_ctrl_atf6_E02,True,,,,,,,,,,,,,,,,,,,,,,,,,
20250612_30hpf_ctrl_atf6_D03_ch00_t0000,20250612_30hpf_ctrl_atf6_D03_e01,20250612_30hpf_ctrl_atf6_D03_e01_s0000,0,208897.0,0.21736111111111112,0.5391812865497077,0.6027777777777777,0.8368421052631579,0.85,20250612_30hpf_ctrl_atf6_D03_ch00_t0000_masks_emnum_1.png,20250612_30hpf_ctrl_atf6,20250612_30hpf_ctrl_atf6_D03,True,,,,,,,,,,,,,,,,,,,,,,,,,
20250612_30hpf_ctrl_atf6_F09_ch00_t0000,20250612_30hpf_ctrl_atf6_F09_e01,20250612_30hpf_ctrl_atf6_F09_e01_s0000,0,226322.0,0.37916666666666665,0.1865497076023392,0.6534722222222222,0.5090643274853801,0.85,20250612_30hpf_ctrl_atf6_F09_ch00_t0000_masks_emnum_1.png,20250612_30hpf_ctrl_atf6,20250612_30hpf_ctrl_atf6_F09,True,,,,,,,,,,,,,,,,,,,,,,,,,
20250612_30hpf_ctrl_atf6_D10_ch00_t0000,20250612_30hpf_ctrl_atf6_D10_e01,20250612_30hpf_ctrl_atf6_D10_e01_s0000,0,250660.0,0.31875,0.5350877192982456,0.7715277777777778,0.8926900584795322,0.85,20250612_30hpf_ctrl_atf6_D10_ch00_t0000_masks_emnum_1.png,20250612_30hpf_ctrl_atf6,20250612_30hpf_ctrl_atf6_D10,True,,,,,,,,,,,,,,,,,,,,,,,,,
20250612_30hpf_ctrl_atf6_F03_ch00_t0000,20250612_30hpf_ctrl_atf6_F03_e01,20250612_30hpf_ctrl_atf6_F03_e01_s0000,0,200973.0,0.4583333333333333,0.3441520467836257,0.7270833333333333,0.6652046783625731,0.85,20250612_30hpf_ctrl_atf6_F03_ch00_t0000_masks_emnum_1.png,20250612_30hpf_ctrl_atf6,20250612_30hpf_ctrl_atf6_F03,True,,,,,,,,,,,,,,,,,,,,,,,,,
20250612_30hpf_ctrl_atf6_F12_ch00_t0000,20250612_30hpf_ctrl_atf6_F12_e01,20250612_30hpf_ctrl_atf6_F12_e01_s0000,0,219252.0,0.26458333333333334,0.3485380116959064,0.8902777777777777,0.4614035087719298,0.85,20250612_30hpf_ctrl_atf6_F12_ch00_t0000_masks_emnum_1.png,20250612_30hpf_ctrl_atf6,20250612_30hpf_ctrl_atf6_F12,True,,,,,,,,,,,,,,,,,,,,,,,,,
20250612_30hpf_ctrl_atf6_C10_ch00_t0000,20250612_30hpf_ctrl_atf6_C10_e01,20250612_30hpf_ctrl_atf6_C10_e01_s0000,0,278533.0,0.2861111111111111,0.39941520467836256,0.7590277777777777,0.7269005847953216,0.85,20250612_30hpf_ctrl_atf6_C10_ch00_t0000_masks_emnum_1.png,20250612_30hpf_ctrl_atf6,20250612_30hpf_ctrl_atf6_C10,True,,,,,,,,,,,,,,,,,,,,,,,,,
20250612_30hpf_ctrl_atf6_E12_ch00_t0000,20250612_30hpf_ctrl_atf6_E12_e01,20250612_30hpf_ctrl_atf6_E12_e01_s0000,0,190668.0,0.21666666666666667,0.42426900584795324,0.5027777777777778,0.6710526315789473,0.85,20250612_30hpf_ctrl_atf6_E12_ch00_t0000_masks_emnum_1.png,20250612_30hpf_ctrl_atf6,20250612_30hpf_ctrl_atf6_E12,True,,,,,,,,,,,,,,,,,,,,,,,,,
20250612_30hpf_ctrl_atf6_C02_ch00_t0000,20250612_30hpf_ctrl_atf6_C02_e01,20250612_30hpf_ctrl_atf6_C02_e01_s0000,0,171733.0,0.20902777777777778,0.3078947368421053,0.6034722222222222,0.45146198830409356,0.85,20250612_30hpf_ctrl_atf6_C02_ch00_t0000_masks_emnum_1.png,20250612_30hpf_ctrl_atf6,20250612_30hpf_ctrl_atf6_C02,True,,,,,,,,,,,,,,,,,,,,,,,,,
20250612_30hpf_ctrl_atf6_D02_ch00_t0000,20250612_30hpf_ctrl_atf6_D02_e01,20250612_30hpf_ctrl_atf6_D02_e01_s0000,0,165344.0,0.36666666666666664,0.3675438596491228,0.6444444444444445,0.5207602339181286,0.85,20250612_30hpf_ctrl_atf6_D02_ch00_t0000_masks_emnum_1.png,20250612_30hpf_ctrl_atf6,20250612_30hpf_ctrl_atf6_D02,True,,,,,,,,,,,,,,,,,,,,,,,,,
20250612_30hpf_ctrl_atf6_F07_ch00_t0000,20250612_30hpf_ctrl_atf6_F07_e01,20250612_30hpf_ctrl_atf6_F07_e01_s0000,0,172867.0,0.31875,0.27807017543859647,0.6756944444444445,0.4307017543859649,0.85,20250612_30hpf_ctrl_atf6_F07_ch00_t0000_masks_emnum_1.png,20250612_30hpf_ctrl_atf6,20250612_30hpf_ctrl_atf6_F07,True,,,,,,,,,,,,,,,,,,,,,,,,,
20250612_30hpf_ctrl_atf6_C04_ch00_t0000,20250612_30hpf_ctrl_atf6_C04_e01,20250612_30hpf_ctrl_atf6_C04_e01_s0000,0,255214.0,0.4666666666666667,0.43742690058479533,0.7159722222222222,0.8327485380116959,0.85,20250612_30hpf_ctrl_atf6_C04_ch00_t0000_masks_emnum_1.png,20250612_30hpf_ctrl_atf6,20250612_30hpf_ctrl_atf6_C04,True,,,,,,,,,,,,,,,,,,,,,,,,,
20250612_30hpf_ctrl_atf6_E03_ch00_t0000,20250612_30hpf_ctrl_atf6_E03_e01,20250612_30hpf_ctrl_atf6_E03_e01_s0000,0,209028.0,0.3923611111111111,0.25760233918128655,0.6513888888888889,0.5807017543859649,0.85,20250612_30hpf_ctrl_atf6_E03_ch00_t0000_masks_emnum_1.png,20250612_30hpf_ctrl_atf6,20250612_30hpf_ctrl_atf6_E03,True,,,,,,,,,,,,,,,,,,,,,,,,,
20250612_30hpf_ctrl_atf6_D09_ch00_t0000,20250612_30hpf_ctrl_atf6_D09_e01,20250612_30hpf_ctrl_atf6_D09_e01_s0000,0,206453.0,0.23819444444444443,0.34385964912280703,0.61875,0.6187134502923977,0.85,20250612_30hpf_ctrl_atf6_D09_ch00_t0000_masks_emnum_1.png,20250612_30hpf_ctrl_atf6,20250612_30hpf_ctrl_atf6_D09,True,,,,,,,,,,,,,,,,,,,,,,,,,
20250612_30hpf_ctrl_atf6_B05_ch00_t0000,20250612_30hpf_ctrl_atf6_B05_e01,20250612_30hpf_ctrl_atf6_B05_e01_s0000,0,259533.0,0.4097222222222222,0.27485380116959063,0.7395833333333334,0.652046783625731,0.85,20250612_30hpf_ctrl_atf6_B05_ch00_t0000_masks_emnum_1.png,20250612_30hpf_ctrl_atf6,20250612_30hpf_ctrl_atf6_B05,True,,,,,,,,,,,,,,,,,,,,,,,,,
20250612_30hpf_ctrl_atf6_H07_ch00_t0000,20250612_30hpf_ctrl_atf6_H07_e01,20250612_30hpf_ctrl_atf6_H07_e01_s0000,0,161687.0,0.3215277777777778,0.41023391812865495,0.7534722222222222,0.5230994152046784,0.85,20250612_30hpf_ctrl_atf6_H07_ch00_t0000_masks_emnum_1.png,20250612_30hpf_ctrl_atf6,20250612_30hpf_ctrl_atf6_H07,True,,,,,,,,,,,,,,,,,,,,,,,,,
20250612_30hpf_ctrl_atf6_E10_ch00_t0000,20250612_30hpf_ctrl_atf6_E10_e01,20250612_30hpf_ctrl_atf6_E10_e01_s0000,0,266427.0,0.4152777777777778,0.33567251461988307,0.7861111111111111,0.7198830409356726,0.85,20250612_30hpf_ctrl_atf6_E10_ch00_t0000_masks_emnum_1.png,20250612_30hpf_ctrl_atf6,20250612_30hpf_ctrl_atf6_E10,True,,,,,,,,,,,,,,,,,,,,,,,,,
