image_id,embryo_id,snip_id,frame_index,area_px,bbox_x_min,bbox_y_min,bbox_x_max,bbox_y_max,mask_confidence,exported_mask_path,experiment_id,video_id,is_seed_frame
20240418_D04_ch00_t0010,20240418_D04_e01,20240418_D04_e01_s0010,10,34217.0,0.1836455002284148,0.6637734125171311,0.2832343535861124,0.7633622658748287,0.85,20240418_D04_ch00_t0010_masks_emnum_2.png,20240418,20240418_D04,False
20240418_D04_ch00_t0010,20240418_D04_e02,20240418_D04_e02_s0010,10,24559.0,0.5555047967108269,0.5139333028780265,0.6386477843764276,0.592964824120603,0.85,20240418_D04_ch00_t0010_masks_emnum_2.png,20240418,20240418_D04,False
20240418_D04_ch00_t0011,20240418_D04_e01,20240418_D04_e01_s0011,11,32718.0,0.19004111466423024,0.6697121973503883,0.30242119689355873,0.7578803106441298,0.85,20240418_D04_ch00_t0011_masks_emnum_2.png,20240418,20240418_D04,False
20240418_D04_ch00_t0011,20240418_D04_e02,20240418_D04_e02_s0011,11,24156.0,0.5550479671082686,0.5166742804933759,0.6386477843764276,0.5925079945180448,0.85,20240418_D04_ch00_t0011_masks_emnum_2.png,20240418,20240418_D04,False
20240418_D04_ch00_t0012,20240418_D04_e01,20240418_D04_e01_s0012,12,27512.0,0.189584285061672,0.6651439013248058,0.2754682503426222,0.7555961626313386,0.85,20240418_D04_ch00_t0012_masks_emnum_2.png,20240418,20240418_D04,False
20240418_D04_ch00_t0012,20240418_D04_e02,20240418_D04_e02_s0012,12,24091.0,0.5545911375057103,0.5171311100959343,0.6381909547738693,0.592964824120603,0.85,20240418_D04_ch00_t0012_masks_emnum_2.png,20240418,20240418_D04,False
20240418_D04_ch00_t0013,20240418_D04_e01,20240418_D04_e01_s0013,13,26370.0,0.19141160347190497,0.665600730927364,0.2891731384193696,0.7551393330287802,0.85,20240418_D04_ch00_t0013_masks_emnum_2.png,20240418,20240418_D04,False
20240418_D04_ch00_t0013,20240418_D04_e02,20240418_D04_e02_s0013,13,23866.0,0.5541343079031521,0.5175879396984925,0.6377341251713111,0.592964824120603,0.85,20240418_D04_ch00_t0013_masks_emnum_2.png,20240418,20240418_D04,False
20240418_D04_ch00_t0014,20240418_D04_e01,20240418_D04_e01_s0014,14,28705.0,0.19049794426678848,0.6587482868889905,0.29100045682960257,0.7555961626313386,0.85,20240418_D04_ch00_t0014_masks_emnum_2.png,20240418,20240418_D04,False
20240418_D04_ch00_t0014,20240418_D04_e02,20240418_D04_e02_s0014,14,23454.0,0.5532206486980357,0.5185015989036089,0.6381909547738693,0.5934216537231612,0.85,20240418_D04_ch00_t0014_masks_emnum_2.png,20240418,20240418_D04,False
20240418_D04_ch00_t0015,20240418_D04_e01,20240418_D04_e01_s0015,15,40906.0,0.19643672910004567,0.6409319323892189,0.29100045682960257,0.7642759250799451,0.85,20240418_D04_ch00_t0015_masks_emnum_2.png,20240418,20240418_D04,False
20240418_D04_ch00_t0015,20240418_D04_e02,20240418_D04_e02_s0015,15,25805.0,0.5523069894929191,0.5034262220191869,0.6377341251713111,0.5915943353129283,0.85,20240418_D04_ch00_t0015_masks_emnum_2.png,20240418,20240418_D04,False
20240418_D04_ch00_t0016,20240418_D04_e01,20240418_D04_e01_s0016,16,49474.0,0.16994061215166742,0.6413887619917771,0.31064412973960714,0.7697578803106442,0.85,20240418_D04_ch00_t0016_masks_emnum_2.png,20240418,20240418_D04,False
20240418_D04_ch00_t0016,20240418_D04_e02,20240418_D04_e02_s0016,16,25819.0,0.5513933302878027,0.505710370031978,0.6359068067610781,0.5920511649154865,0.85,20240418_D04_ch00_t0016_masks_emnum_2.png,20240418,20240418_D04,False
20240418_D04_ch00_t0017,20240418_D04_e01,20240418_D04_e01_s0017,17,57311.0,0.16491548652352672,0.6464138876199178,0.31384193695751483,0.7738693467336684,0.85,20240418_D04_ch00_t0017_masks_emnum_2.png,20240418,20240418_D04,False
20240418_D04_ch00_t0017,20240418_D04_e02,20240418_D04_e02_s0017,17,27655.0,0.5500228414801279,0.5107354956601188,0.6386477843764276,0.5979899497487438,0.85,20240418_D04_ch00_t0017_masks_emnum_2.png,20240418,20240418_D04,False
20240418_D04_ch00_t0018,20240418_D04_e01,20240418_D04_e01_s0018,18,53603.0,0.16537231612608497,0.6491548652352672,0.30973047053449065,0.7734125171311101,0.85,20240418_D04_ch00_t0018_masks_emnum_2.png,20240418,20240418_D04,False
20240418_D04_ch00_t0018,20240418_D04_e02,20240418_D04_e02_s0018,18,46978.0,0.5372316126084971,0.5015989036089539,0.6427592507994518,0.6697121973503883,0.85,20240418_D04_ch00_t0018_masks_emnum_2.png,20240418,20240418_D04,False
20240418_D04_ch00_t0019,20240418_D04_e01,20240418_D04_e01_s0019,19,48920.0,0.16537231612608497,0.6528095020557332,0.3033348560986752,0.7724988579259936,0.85,20240418_D04_ch00_t0019_masks_emnum_2.png,20240418,20240418_D04,False
20240418_D04_ch00_t0019,20240418_D04_e02,20240418_D04_e02_s0019,19,54126.0,0.5006852444038373,0.5153037916857013,0.6295111923252626,0.6861580630424852,0.85,20240418_D04_ch00_t0019_masks_emnum_2.png,20240418,20240418_D04,False
20240418_D04_ch00_t0020,20240418_D04_e01,20240418_D04_e01_s0020,20,44365.0,0.1658291457286432,0.6582914572864321,0.297396071265418,0.7711283691183188,0.85,20240418_D04_ch00_t0020_masks_emnum_2.png,20240418,20240418_D04,False
20240418_D04_ch00_t0020,20240418_D04_e02,20240418_D04_e02_s0020,20,48525.0,0.505710370031978,0.5180447693010507,0.6249428962996803,0.6834170854271356,0.85,20240418_D04_ch00_t0020_masks_emnum_2.png,20240418,20240418_D04,False
20240418_D04_ch00_t0021,20240418_D04_e01,20240418_D04_e01_s0021,21,41433.0,0.16811329374143444,0.6614892645043399,0.29465509365006853,0.7706715395157606,0.85,20240418_D04_ch00_t0021_masks_emnum_2.png,20240418,20240418_D04,False
20240418_D04_ch00_t0021,20240418_D04_e02,20240418_D04_e02_s0021,21,42898.0,0.511192325262677,0.5221562357240749,0.6185472818638648,0.6806761078117862,0.85,20240418_D04_ch00_t0021_masks_emnum_2.png,20240418,20240418_D04,False
20240418_D04_ch00_t0022,20240418_D04_e01,20240418_D04_e01_s0022,22,39505.0,0.1676564641388762,0.6642302421196894,0.2923709456372773,0.7702147099132024,0.85,20240418_D04_ch00_t0022_masks_emnum_2.png,20240418,20240418_D04,False
20240418_D04_ch00_t0022,20240418_D04_e02,20240418_D04_e02_s0022,22,38786.0,0.5139333028780265,0.5244403837368662,0.6158063042485153,0.6779351301964367,0.85,20240418_D04_ch00_t0022_masks_emnum_2.png,20240418,20240418_D04,False
20240418_D04_ch00_t0023,20240418_D04_e01,20240418_D04_e01_s0023,23,37957.0,0.16537231612608497,0.6660575605299224,0.29100045682960257,0.7688442211055276,0.85,20240418_D04_ch00_t0023_masks_emnum_2.png,20240418,20240418_D04,False
20240418_D04_ch00_t0023,20240418_D04_e02,20240418_D04_e02_s0023,23,36341.0,0.5153037916857013,0.5271813613522156,0.615349474645957,0.6774783005938785,0.85,20240418_D04_ch00_t0023_masks_emnum_2.png,20240418,20240418_D04,False
20240418_D04_ch00_t0024,20240418_D04_e01,20240418_D04_e01_s0024,24,36557.0,0.1676564641388762,0.6678848789401554,0.2891731384193696,0.7683873915029694,0.85,20240418_D04_ch00_t0024_masks_emnum_2.png,20240418,20240418_D04,False
20240418_D04_ch00_t0024,20240418_D04_e02,20240418_D04_e02_s0024,24,34514.0,0.5162174508908177,0.5280950205573322,0.6148926450433988,0.6761078117862037,0.85,20240418_D04_ch00_t0024_masks_emnum_2.png,20240418,20240418_D04,False
20240418_D04_ch00_t0025,20240418_D04_e01,20240418_D04_e01_s0025,25,35783.0,0.16537231612608497,0.6683417085427136,0.2882594792142531,0.7679305619004112,0.85,20240418_D04_ch00_t0025_masks_emnum_2.png,20240418,20240418_D04,False
20240418_D04_ch00_t0025,20240418_D04_e02,20240418_D04_e02_s0025,25,33032.0,0.5175879396984925,0.5290086797624486,0.6148926450433988,0.6751941525810873,0.85,20240418_D04_ch00_t0025_masks_emnum_2.png,20240418,20240418_D04,False
20240418_D04_ch00_t0026,20240418_D04_e01,20240418_D04_e01_s0026,26,35180.0,0.16491548652352672,0.66925536774783,0.2878026496116948,0.7674737322978529,0.85,20240418_D04_ch00_t0026_masks_emnum_2.png,20240418,20240418_D04,False
20240418_D04_ch00_t0026,20240418_D04_e02,20240418_D04_e02_s0026,26,31636.0,0.5194152581087255,0.5326633165829145,0.6148926450433988,0.6742804933759707,0.85,20240418_D04_ch00_t0026_masks_emnum_2.png,20240418,20240418_D04,False
20240418_D04_ch00_t0027,20240418_D04_e01,20240418_D04_e01_s0027,27,34266.0,0.16537231612608497,0.6697121973503883,0.2873458200091366,0.7670169026952947,0.85,20240418_D04_ch00_t0027_masks_emnum_2.png,20240418,20240418_D04,False
20240418_D04_ch00_t0027,20240418_D04_e02,20240418_D04_e02_s0027,27,30638.0,0.5203289173138419,0.5386021014161718,0.6144358154408406,0.6742804933759707,0.85,20240418_D04_ch00_t0027_masks_emnum_2.png,20240418,20240418_D04,False
20240418_D04_ch00_t0028,20240418_D04_e01,20240418_D04_e01_s0028,28,33987.0,0.16491548652352672,0.6697121973503883,0.28688899040657834,0.7661032434901781,0.85,20240418_D04_ch00_t0028_masks_emnum_2.png,20240418,20240418_D04,False
20240418_D04_ch00_t0028,20240418_D04_e02,20240418_D04_e02_s0028,28,29908.0,0.5207857469164002,0.53905893101873,0.613522156235724,0.6738236637734125,0.85,20240418_D04_ch00_t0028_masks_emnum_2.png,20240418,20240418_D04,False
20240418_D04_ch00_t0029,20240418_D04_e01,20240418_D04_e01_s0029,29,33346.0,0.16491548652352672,0.6701690269529466,0.28688899040657834,0.7651895842850617,0.85,20240418_D04_ch00_t0029_masks_emnum_2.png,20240418,20240418_D04,False
20240418_D04_ch00_t0029,20240418_D04_e02,20240418_D04_e02_s0029,29,29192.0,0.5212425765189584,0.5404294198264048,0.6130653266331658,0.6733668341708543,0.85,20240418_D04_ch00_t0029_masks_emnum_2.png,20240418,20240418_D04,False
20240418_D04_ch00_t0030,20240418_D04_e01,20240418_D04_e01_s0030,30,32837.0,0.1658291457286432,0.6706258565555048,0.2864321608040201,0.7642759250799451,0.85,20240418_D04_ch00_t0030_masks_emnum_2.png,20240418,20240418_D04,False
20240418_D04_ch00_t0030,20240418_D04_e02,20240418_D04_e02_s0030,30,28544.0,0.5216994061215167,0.5417999086340795,0.6126084970306076,0.6724531749657378,0.85,20240418_D04_ch00_t0030_masks_emnum_2.png,20240418,20240418_D04,False
20240418_D04_ch00_t0031,20240418_D04_e01,20240418_D04_e01_s0031,31,32335.0,0.1658291457286432,0.6706258565555048,0.2864321608040201,0.7629054362722705,0.85,20240418_D04_ch00_t0031_masks_emnum_2.png,20240418,20240418_D04,False
20240418_D04_ch00_t0031,20240418_D04_e02,20240418_D04_e02_s0031,31,28015.0,0.5221562357240749,0.5422567382366378,0.6121516674280494,0.6719963453631795,0.85,20240418_D04_ch00_t0031_masks_emnum_2.png,20240418,20240418_D04,False
20240418_D04_ch00_t0032,20240418_D04_e01,20240418_D04_e01_s0032,32,31961.0,0.16994061215166742,0.671082686158063,0.2864321608040201,0.7619917770671539,0.85,20240418_D04_ch00_t0032_masks_emnum_2.png,20240418,20240418_D04,False
20240418_D04_ch00_t0032,20240418_D04_e02,20240418_D04_e02_s0032,32,27681.0,0.5226130653266332,0.5422567382366378,0.6116948378254911,0.671082686158063,0.85,20240418_D04_ch00_t0032_masks_emnum_2.png,20240418,20240418_D04,False
20240418_D04_ch00_t0033,20240418_D04_e01,20240418_D04_e01_s0033,33,31641.0,0.1658291457286432,0.6715395157606213,0.28597533120146185,0.7615349474645957,0.85,20240418_D04_ch00_t0033_masks_emnum_2.png,20240418,20240418_D04,False
20240418_D04_ch00_t0033,20240418_D04_e02,20240418_D04_e02_s0033,33,27261.0,0.5230698949291914,0.542713567839196,0.6112380082229328,0.6706258565555048,0.85,20240418_D04_ch00_t0033_masks_emnum_2.png,20240418,20240418_D04,False
20240418_D04_ch00_t0034,20240418_D04_e01,20240418_D04_e01_s0034,34,31254.0,0.16994061215166742,0.6715395157606213,0.28597533120146185,0.7610781178620375,0.85,20240418_D04_ch00_t0034_masks_emnum_2.png,20240418,20240418_D04,False
20240418_D04_ch00_t0034,20240418_D04_e02,20240418_D04_e02_s0034,34,26878.0,0.5235267245317496,0.542713567839196,0.6112380082229328,0.6706258565555048,0.85,20240418_D04_ch00_t0034_masks_emnum_2.png,20240418,20240418_D04,False
20240418_D04_ch00_t0035,20240418_D04_e01,20240418_D04_e01_s0035,35,30969.0,0.17039744175422566,0.6719963453631795,0.28551850159890363,0.7606212882594792,0.85,20240418_D04_ch00_t0035_masks_emnum_2.png,20240418,20240418_D04,False
20240418_D04_ch00_t0035,20240418_D04_e02,20240418_D04_e02_s0035,35,26662.0,0.5235267245317496,0.542713567839196,0.6107811786203746,0.6706258565555048,0.85,20240418_D04_ch00_t0035_masks_emnum_2.png,20240418,20240418_D04,False
20240418_D04_ch00_t0036,20240418_D04_e01,20240418_D04_e01_s0036,36,30828.0,0.1658291457286432,0.6719963453631795,0.28506167199634536,0.760164458656921,0.85,20240418_D04_ch00_t0036_masks_emnum_2.png,20240418,20240418_D04,False
20240418_D04_ch00_t0036,20240418_D04_e02,20240418_D04_e02_s0036,36,26387.0,0.5235267245317496,0.5431703974417542,0.6103243490178164,0.6697121973503883,0.85,20240418_D04_ch00_t0036_masks_emnum_2.png,20240418,20240418_D04,False
20240418_D04_ch00_t0037,20240418_D04_e01,20240418_D04_e01_s0037,37,30574.0,0.17039744175422566,0.6724531749657378,0.28506167199634536,0.760164458656921,0.85,20240418_D04_ch00_t0037_masks_emnum_2.png,20240418,20240418_D04,False
20240418_D04_ch00_t0037,20240418_D04_e02,20240418_D04_e02_s0037,37,26197.0,0.5239835541343079,0.5431703974417542,0.6103243490178164,0.6697121973503883,0.85,20240418_D04_ch00_t0037_masks_emnum_2.png,20240418,20240418_D04,False
20240418_D04_ch00_t0038,20240418_D04_e01,20240418_D04_e01_s0038,38,30302.0,0.16994061215166742,0.6724531749657378,0.28460484239378714,0.7597076290543627,0.85,20240418_D04_ch00_t0038_masks_emnum_2.png,20240418,20240418_D04,False
20240418_D04_ch00_t0038,20240418_D04_e02,20240418_D04_e02_s0038,38,25989.0,0.5239835541343079,0.5436272270443124,0.6098675194152581,0.6687985381452718,0.85,20240418_D04_ch00_t0038_masks_emnum_2.png,20240418,20240418_D04,False
20240418_D04_ch00_t0039,20240418_D04_e01,20240418_D04_e01_s0039,39,30116.0,0.17039744175422566,0.6724531749657378,0.28460484239378714,0.7592507994518045,0.85,20240418_D04_ch00_t0039_masks_emnum_2.png,20240418,20240418_D04,False
20240418_D04_ch00_t0039,20240418_D04_e02,20240418_D04_e02_s0039,39,25758.0,0.5239835541343079,0.5440840566468708,0.6098675194152581,0.6683417085427136,0.85,20240418_D04_ch00_t0039_masks_emnum_2.png,20240418,20240418_D04,False
20240418_D04_ch00_t0040,20240418_D04_e01,20240418_D04_e01_s0040,40,29870.0,0.17039744175422566,0.6724531749657378,0.28460484239378714,0.7587939698492462,0.85,20240418_D04_ch00_t0040_masks_emnum_2.png,20240418,20240418_D04,False
20240418_D04_ch00_t0040,20240418_D04_e02,20240418_D04_e02_s0040,40,25646.0,0.5239835541343079,0.5440840566468708,0.6094106898126999,0.6683417085427136,0.85,20240418_D04_ch00_t0040_masks_emnum_2.png,20240418,20240418_D04,False
20240418_D04_ch00_t0041,20240418_D04_e01,20240418_D04_e01_s0041,41,29660.0,0.17039744175422566,0.6724531749657378,0.28414801279122887,0.758337140246688,0.85,20240418_D04_ch00_t0041_masks_emnum_2.png,20240418,20240418_D04,False
20240418_D04_ch00_t0041,20240418_D04_e02,20240418_D04_e02_s0041,41,25545.0,0.5239835541343079,0.5440840566468708,0.6094106898126999,0.6678848789401554,0.85,20240418_D04_ch00_t0041_masks_emnum_2.png,20240418,20240418_D04,False
20240418_D04_ch00_t0042,20240418_D04_e01,20240418_D04_e01_s0042,42,29344.0,0.17039744175422566,0.672910004568296,0.28414801279122887,0.758337140246688,0.85,20240418_D04_ch00_t0042_masks_emnum_2.png,20240418,20240418_D04,False
20240418_D04_ch00_t0042,20240418_D04_e02,20240418_D04_e02_s0042,42,25286.0,0.5244403837368662,0.5440840566468708,0.6094106898126999,0.6678848789401554,0.85,20240418_D04_ch00_t0042_masks_emnum_2.png,20240418,20240418_D04,False
20240418_D04_ch00_t0043,20240418_D04_e01,20240418_D04_e01_s0043,43,29269.0,0.17039744175422566,0.672910004568296,0.28414801279122887,0.758337140246688,0.85,20240418_D04_ch00_t0043_masks_emnum_2.png,20240418,20240418_D04,False
20240418_D04_ch00_t0043,20240418_D04_e02,20240418_D04_e02_s0043,43,25141.0,0.5244403837368662,0.5440840566468708,0.6094106898126999,0.667428049337597,0.85,20240418_D04_ch00_t0043_masks_emnum_2.png,20240418,20240418_D04,False
20240418_D04_ch00_t0044,20240418_D04_e01,20240418_D04_e01_s0044,44,28998.0,0.17039744175422566,0.672910004568296,0.28369118318867065,0.7578803106441298,0.85,20240418_D04_ch00_t0044_masks_emnum_2.png,20240418,20240418_D04,False
20240418_D04_ch00_t0044,20240418_D04_e02,20240418_D04_e02_s0044,44,24968.0,0.5244403837368662,0.5440840566468708,0.6089538602101416,0.667428049337597,0.85,20240418_D04_ch00_t0044_masks_emnum_2.png,20240418,20240418_D04,False
20240418_D04_ch00_t0045,20240418_D04_e01,20240418_D04_e01_s0045,45,28769.0,0.17039744175422566,0.6733668341708543,0.28369118318867065,0.7574234810415715,0.85,20240418_D04_ch00_t0045_masks_emnum_2.png,20240418,20240418_D04,False
20240418_D04_ch00_t0045,20240418_D04_e02,20240418_D04_e02_s0045,45,24754.0,0.5248972133394244,0.5436272270443124,0.6089538602101416,0.6669712197350388,0.85,20240418_D04_ch00_t0045_masks_emnum_2.png,20240418,20240418_D04,False
20240418_E01_ch00_t0000,20240418_E01_e01,20240418_E01_e01_s0000,0,40785.0,0.5518501598903609,0.5641845591594336,0.6605756052992234,0.6701690269529466,0.85,20240418_E01_ch00_t0000_masks_emnum_2.png,20240418,20240418_E01,False
20240418_E01_ch00_t0000,20240418_E01_e02,20240418_E01_e02_s0000,0,48491.0,0.187756966651439,0.6724531749657378,0.29419826404751026,0.7912288716308817,0.85,20240418_E01_ch00_t0000_masks_emnum_2.png,20240418,20240418_E01,False
20240418_E01_ch00_t0001,20240418_E01_e01,20240418_E01_e01_s0001,1,40030.0,0.5404294198264048,0.5660118775696665,0.6500685244403838,0.6697121973503883,0.85,20240418_E01_ch00_t0001_masks_emnum_2.png,20240418,20240418_E01,False
20240418_E01_ch00_t0001,20240418_E01_e02,20240418_E01_e02_s0001,1,45592.0,0.17405207857469163,0.680219278209228,0.28186386477843767,0.79168570123344,0.85,20240418_E01_ch00_t0001_masks_emnum_2.png,20240418,20240418_E01,False
20240418_E01_ch00_t0002,20240418_E01_e01,20240418_E01_e01_s0002,2,40315.0,0.5404294198264048,0.566925536774783,0.652352672453175,0.6701690269529466,0.85,20240418_E01_ch00_t0002_masks_emnum_2.png,20240418,20240418_E01,False
20240418_E01_ch00_t0002,20240418_E01_e02,20240418_E01_e02_s0002,2,46197.0,0.17724988579259937,0.6770214709913203,0.28186386477843767,0.7912288716308817,0.85,20240418_E01_ch00_t0002_masks_emnum_2.png,20240418,20240418_E01,False
20240418_E01_ch00_t0003,20240418_E01_e01,20240418_E01_e01_s0003,3,41176.0,0.5417999086340795,0.5682960255824577,0.6578346276838739,0.6719963453631795,0.85,20240418_E01_ch00_t0003_masks_emnum_2.png,20240418,20240418_E01,False
20240418_E01_ch00_t0003,20240418_E01_e02,20240418_E01_e02_s0003,3,46569.0,0.17999086340794884,0.6761078117862037,0.28506167199634536,0.7907720420283234,0.85,20240418_E01_ch00_t0003_masks_emnum_2.png,20240418,20240418_E01,False
20240418_E01_ch00_t0004,20240418_E01_e01,20240418_E01_e01_s0004,4,42187.0,0.5404294198264048,0.5682960255824577,0.6587482868889905,0.6724531749657378,0.85,20240418_E01_ch00_t0004_masks_emnum_2.png,20240418,20240418_E01,False
20240418_E01_ch00_t0004,20240418_E01_e02,20240418_E01_e02_s0004,4,47673.0,0.17907720420283235,0.66925536774783,0.28369118318867065,0.788031064412974,0.85,20240418_E01_ch00_t0004_masks_emnum_2.png,20240418,20240418_E01,False
20240418_E01_ch00_t0005,20240418_E01_e01,20240418_E01_e01_s0005,5,42738.0,0.53905893101873,0.568752855185016,0.6564641388761991,0.6738236637734125,0.85,20240418_E01_ch00_t0005_masks_emnum_2.png,20240418,20240418_E01,False
20240418_E01_ch00_t0005,20240418_E01_e02,20240418_E01_e02_s0005,5,50380.0,0.1786203746002741,0.6633165829145728,0.2878026496116948,0.7866605756052992,0.85,20240418_E01_ch00_t0005_masks_emnum_2.png,20240418,20240418_E01,False
20240418_E01_ch00_t0006,20240418_E01_e01,20240418_E01_e01_s0006,6,43508.0,0.5372316126084971,0.568752855185016,0.654179990863408,0.6751941525810873,0.85,20240418_E01_ch00_t0006_masks_emnum_2.png,20240418,20240418_E01,True
20240418_E01_ch00_t0006,20240418_E01_e02,20240418_E01_e02_s0006,6,52176.0,0.18592964824120603,0.6596619460941069,0.297396071265418,0.7857469164001827,0.85,20240418_E01_ch00_t0006_masks_emnum_2.png,20240418,20240418_E01,True
20240418_E01_ch00_t0007,20240418_E01_e01,20240418_E01_e01_s0007,7,44370.0,0.5363179534033805,0.5696665143901325,0.6532663316582915,0.6774783005938785,0.85,20240418_E01_ch00_t0007_masks_emnum_2.png,20240418,20240418_E01,False
20240418_E01_ch00_t0007,20240418_E01_e02,20240418_E01_e02_s0007,7,53195.0,0.18730013704888077,0.6596619460941069,0.30242119689355873,0.7857469164001827,0.85,20240418_E01_ch00_t0007_masks_emnum_2.png,20240418,20240418_E01,False
20240418_E01_ch00_t0008,20240418_E01_e01,20240418_E01_e01_s0008,8,45845.0,0.5344906349931475,0.568752855185016,0.6569209684787575,0.6774783005938785,0.85,20240418_E01_ch00_t0008_masks_emnum_2.png,20240418,20240418_E01,False
20240418_E01_ch00_t0008,20240418_E01_e02,20240418_E01_e02_s0008,8,54140.0,0.18410232983097305,0.6587482868889905,0.30242119689355873,0.784376427592508,0.85,20240418_E01_ch00_t0008_masks_emnum_2.png,20240418,20240418_E01,False
